x,y
0.966368,1.06077
0.369386,1.87215
-1.71156,0.150005
-1.26573,-2.1026
2.81871,-1.68752
2.50108,0.184794
-3.34888,-2.50221
3.45565,-1.12749
2.64164,0.183363
2.44306,-0.0958958
-2.23522,1.01913
0.0682478,3.47089
3.3439,-2.1061
2.41203,2.03833
1.46679,-0.83175
-0.793959,-0.644598
3.63444,-3.19658
1.65758,2.75204
4.31669,-0.288807
1.46994,4.10776
-3.12531,-0.424469
1.99426,0.314104
-1.96916,4.56991
-3.38656,2.08286
0.49735,1.0024
-1.02606,4.10272
1.65906,3.96725
-3.54093,2.38921
-0.679723,-2.53712
0.839706,-2.47179
-4.68141,-0.170058
0.671032,-2.01972
-0.559839,-2.77175
-3.86907,1.94085
4.35348,-0.602334
1.45158,-3.12958
-3.81678,-2.74772
1.23006,-1.1575
-3.41628,3.20245
1.24404,2.78997
4.35864,2.21772
1.36246,-3.66066
-0.592246,-3.29521
-1.77857,4.1176
-1.42423,3.991
-2.90094,3.54881
-1.13998,-4.42892
-2.09889,2.63104
-1.13176,2.08587
3.28225,1.52586
3.42983,-1.27513
-0.861552,4.12399
-2.84351,-2.55095
2.87971,-2.32194
-4.07548,-2.91292
-0.428938,1.64044
3.22598,-0.232554
-0.637772,-3.51279
-3.27614,-3.54487
2.93647,-0.989838
-1.19459,3.10706
2.51458,3.84904
-1.90963,3.73081
-0.382421,4.91542
1.35685,-2.54998
0.238495,-1.19891
2.98141,1.58856
-0.627025,3.63238
-1.42594,-4.44143
3.05661,2.86715
2.93999,-2.01906
-2.20112,0.698842
1.1637,0.385119
-2.13278,2.89817
-2.13523,-3.39405
1.54149,4.54855
3.17781,-2.18126
-0.0782488,-3.56644
3.92893,0.610784
0.772428,-2.49791
-2.17925,-1.02705
3.11386,-3.3104
-2.71598,-3.15927
-3.57237,1.30104
-3.37937,-2.43445
0.251471,1.97117
-1.14467,-1.46868
0.694137,-2.58043
-2.10869,1.30027
-1.78508,3.73756
4.60438,1.78632
-1.01742,2.23892
-0.670714,-0.938027
-2.41394,1.1774
-2.25925,-0.360879
-1.06308,-1.67803
2.37981,-0.450285
3.12793,-0.0341294
1.57099,-0.519054
-3.0733,0.0170284
4.40235,1.63796
-1.19989,0.115612
-2.75412,2.65449
-4.18607,-2.65481
2.65485,0.973043
-0.375458,3.52266
-0.27648,3.07058
-3.77891,-2.10537
-3.41101,-0.0986627
1.4438,-1.37686
-3.16517,1.86524
-1.92426,-0.368436
1.0383,2.31833
-2.8151,-0.620579
3.82562,-0.551199
2.6777,-1.82509
1.86613,-1.78099
0.358303,1.10329
4.25038,2.05785
1.54678,0.501457
1.1233,-0.438591
-0.0711365,-3.29876
-2.14969,-1.34503
3.42706,1.10519
2.75836,-0.287575
-4.28257,0.878594
0.464126,-1.583
0.592614,-5.00203
1.26039,1.24657
-0.107615,2.39624
-0.386948,2.27557
3.67683,1.43525
-3.03434,-1.78983
-2.19403,1.83948
0.567472,-2.45839
1.25069,1.63264
-3.6495,0.431896
-2.84583,-0.26704
0.792118,-0.70557
2.0959,-2.60869
-1.82156,3.83574
0.122356,-1.80889
-0.268399,-1.81963
-4.27963,0.784899
-2.63228,2.36854
3.11616,0.355958
-2.59849,0.991925
-0.17206,4.9395
-1.68458,0.621399
1.41378,-1.38414
-3.16996,-1.02707
4.31933,-1.91718
-1.78576,-2.34283
-3.79331,0.806685
-2.98427,0.849086
-3.94687,2.92854
1.2259,-2.49419
-2.45123,0.247002
3.61214,0.11948
-0.809839,2.48511
3.12733,-3.29366
-1.18645,0.866446
-3.31174,-3.39017
3.06867,0.686996
-2.18141,-1.24742
-2.29665,-4.32548
-1.48571,-1.01971
1.41484,-2.62192
-2.90564,3.71292
-3.79821,2.14619
-2.38045,-2.1772
2.51462,-2.2816
-4.71608,0.0486812
-1.59713,4.1544
-2.26871,-3.80263
-3.54625,-0.399832
2.058,-2.03199
-0.257663,2.59298
3.17775,3.49672
0.845382,-0.682956
-1.22051,1.42055
2.74067,3.65315
2.23351,0.18703
3.02536,3.31673
-2.97077,0.86127
-0.326384,3.66806
-3.69518,-0.130193
2.37074,1.63591
2.09499,0.724243
2.7344,2.41159
-3.10384,2.74557
-1.46761,-2.72012
3.11226,-2.03623
-2.15802,-3.23214
0.96788,3.37609
1.39326,2.0269
-1.50604,-1.04795
1.70501,1.34372
-1.7426,-4.50435
-0.364084,2.93888
3.7304,3.20066
2.58061,-0.920023
-1.44667,1.38689
-2.15166,4.41943
-0.339838,3.26791
1.25849,2.54852
-4.69894,-0.920178
-4.3133,2.0151
2.81438,1.71144
4.29001,2.5515
-2.74355,2.49728
2.28426,-1.22582
1.90619,1.08394
-3.4723,-1.68459
3.23227,1.20454
-1.87179,-0.171382
-3.02138,-1.41518
-4.02641,0.995103
4.50711,-1.1478
-2.60126,0.561296
-3.82407,-1.3908
-0.168259,4.84995
2.68715,-4.00618
-2.40905,1.13858
3.71426,-2.04039
-2.6364,-0.643994
3.88328,1.74233
2.26822,1.11904
-2.849,-1.54654
-2.34562,0.839207
4.09524,0.567975
1.9586,-2.06705
-2.22878,-1.68065
1.62633,-4.56928
-3.65877,1.51507
-2.49343,0.131427
-1.44302,-1.18257
4.22374,2.41981
1.19758,-0.659714
-3.22392,-2.67191
-3.01415,-2.92854
-1.46626,1.56582
2.05377,2.8534
1.95406,0.781187
-1.28795,0.994478
-0.65852,2.41192
1.26814,2.77329
-1.49666,-2.14
-4.63174,1.78433
-2.5655,2.44053
-1.65897,-4.45019
1.76755,0.558639
3.91538,1.99214
4.61398,-1.83127
-3.34429,0.400828
-3.15683,2.58299
3.44526,2.56889
-2.96084,-2.34355
2.69211,0.173363
1.27282,-0.400987
4.83932,0.253816
3.14176,3.18586
2.2596,-3.18282
3.85215,3.17261
1.11153,-0.082955
2.25092,0.0114131
-0.217597,-4.07395
2.391,-0.347816
-1.00543,-4.16263
2.0763,4.13865
1.6785,-4.68666
-0.471596,-4.81178
3.60592,-2.78254
2.0619,-3.16613
-4.43888,2.12994
-4.05375,-2.61941
-1.58758,4.29376
0.289965,-3.86368
3.9425,0.668974
-3.12246,2.06169
-1.28244,0.39831
3.51501,3.00156
-3.62017,-1.69675
-1.78258,-2.54878
2.82726,3.47958
1.29745,-2.94304
-1.66861,-2.37419
-0.374444,-2.44881
-4.14139,-0.472506
0.404044,-1.12185
0.44498,1.93567
-3.92187,-0.371857
0.208793,-1.31072
0.369149,-4.16915
3.26819,-2.13348
1.49617,0.361957
-3.00373,-1.81251
-3.0224,-3.76079
-0.472779,2.47066
1.85417,-2.55181
-1.95608,-4.2982
-1.05795,4.81134
-2.66569,3.62928
-1.32421,-1.81116
1.16813,0.225004
-2.33567,-1.06582
1.30248,0.436207
0.47261,-1.27419
2.74545,-2.0128
-3.37545,-1.22161
-0.697511,3.26659
2.09566,-2.45752
3.71856,-1.35717
-0.244847,1.90714
0.927769,-1.9295
-1.58174,-1.39209
-0.103991,4.71776
2.63584,-3.3958
-4.20401,1.50626
-3.12712,0.806825
0.494501,-1.31468
1.71079,1.46782
2.00276,1.16334
-1.87364,2.05729
3.79407,-1.37566
1.05287,-4.49725
2.22548,2.98552
3.61031,1.71814
0.809664,-3.38542
2.23827,2.38315
-2.74167,-1.19748
-0.494245,2.52503
1.34828,2.47665
-1.83182,2.50468
1.274,2.82773
0.0628058,-2.8204
2.59581,-0.442382
-0.69781,-4.3291
1.21957,-3.13646
-1.72058,-2.7365
1.59361,-0.940329
0.673793,3.90524
-3.59807,-0.630135
0.441056,2.80836
-2.56677,1.60569
0.532016,4.55243
-0.299227,1.17715
-0.893887,4.16014
-3.79878,-2.45097
-3.10098,-3.10101
-1.25798,-0.404797
-0.887376,-2.96226
-1.10054,2.54791
-3.75927,-2.08277
-2.38777,1.04034
0.153682,2.68225
3.28596,0.158006
-2.11343,3.41389
3.10833,2.9415
4.84837,1.28595
-2.17465,2.71134
-4.85606,-0.0671728
-1.4143,-2.11525
-3.9515,2.99031
0.541947,3.14869
3.20535,-3.76215
-0.961411,-3.01712
1.28227,-1.94235
-0.335774,-1.49005
-3.57144,1.78581
1.39644,-2.83056
1.12642,1.52572
-2.87482,1.863
0.631301,-1.68693
1.43851,4.30652
-0.0754247,3.97393
-0.887389,1.31438
2.01664,-0.283711
-2.12194,-0.115785
4.44939,2.0737
3.5547,-1.64604
-1.97029,-2.64681
4.53503,-1.08573
-2.37869,3.78129
1.6064,-2.79701
0.665953,-4.00619
2.74792,4.10551
1.39988,2.30954
1.46474,3.07653
0.0674502,-3.81866
3.62304,-3.14705
0.182064,2.18084
2.51129,-0.463198
2.06974,-0.83268
1.96596,-1.10826
4.48968,-0.0142566
2.52077,-0.698745
2.23041,0.971296
1.76508,-2.54492
3.2044,0.0340733
0.0947307,-3.08072
1.23525,-2.27638
1.94172,3.37444
-3.24837,-2.18244
3.08351,2.22754
-0.0888479,2.72533
2.23612,-3.81577
2.16622,3.17411
-3.32224,-1.74098
-0.477593,-0.893393
0.65321,-4.78674
1.86849,-4.01793
-0.448659,2.36157
3.81221,2.19696
-4.26347,-1.44065
-1.8838,-2.45535
-1.42328,3.68177
1.07996,2.72679
-3.22968,2.88889
3.73815,-0.196641
-1.49709,2.47955
-4.52475,0.974081
2.23133,1.02287
0.898152,1.51081
-4.67253,0.724611
-2.78674,-3.05107
-1.3353,-4.0844
1.61759,-1.24611
-3.08045,1.28905
4.37058,-2.31008
2.07661,-1.89622
-1.70632,4.61691
-3.64263,2.54385
-2.92213,-1.32465
3.13795,-2.34443
-2.39041,-3.93559
-1.2881,-0.715996
-4.42286,1.33683
-4.56978,1.74428
-4.12266,-2.5546
-4.36226,-1.25407
1.64164,-1.65471
1.96975,-0.197563
-0.285449,-4.93942
-0.961481,-4.13397
1.75086,0.828373
1.29087,-1.20797
0.660363,1.07606
2.29259,4.29956
-0.585034,3.3793
2.0934,0.808035
2.20345,-0.518973
1.77923,-3.43687
-1.56272,2.03348
-0.173049,2.64351
-0.259603,2.0367
-1.41323,-3.11363
-1.17408,-3.82962
-3.65473,-2.39589
-2.36308,1.23283
-0.945625,0.880079
0.0714449,-4.6924
3.61455,-3.24722
3.38832,-3.1992
2.27452,-1.38931
1.81364,1.18481
1.95012,1.81438
2.32002,0.983145
3.55733,-0.79782
1.61553,-4.59562
2.09852,1.69447
2.74619,1.4369
1.63014,-2.00332
1.92232,4.0272
2.7016,3.31408
2.63827,2.8977
-0.817162,-2.61994
4.65452,-1.2111
1.39593,2.67047
1.17702,4.56834
-0.902524,4.31421
1.55674,3.86388
2.68198,-1.05161
1.38342,3.26541
-3.22543,0.306907
-1.72227,-1.26754
-2.21867,3.71527
0.685599,4.74031
-3.08425,2.89379
-1.5108,-2.11341
-1.49898,-0.775126
4.13636,-1.77313
3.37134,0.790535
-2.11834,-0.347618
-2.81514,-0.00300927
-2.41599,1.74373
-3.35425,1.86729
-2.60937,-2.48832
4.16592,0.374988
-1.23718,2.69572
0.473108,3.12804
-3.75266,1.74021
-1.48819,2.50692
0.317451,3.92041
-1.27723,3.52235
-4.61976,1.6687
-3.56765,-3.20857
-1.02747,0.312172
2.50801,-0.0877446
1.43867,3.61802
-0.864024,-2.88577
1.08333,1.79276
0.935209,1.43809
0.484405,-0.848541
-0.720052,4.92951
1.69691,3.29776
-2.1091,3.29053
1.00311,-2.23073
-1.38537,1.1689
0.596133,-3.67854
-4.0887,0.965953
-0.687977,1.44444
3.03876,0.21876
-3.02243,2.95051
-4.33205,2.16895
2.75987,1.41089
-3.61798,-0.376493
2.88242,-1.06986
1.3635,3.55767
-2.41435,-0.0942217
1.24162,-1.46325
-1.36011,-1.60348
0.211075,4.69429
0.304089,3.01255
-0.9819,-3.71028
3.24624,2.49389
1.24176,1.89563
1.50076,-4.63618
3.31748,2.34189
-1.87765,-1.71705
-2.48311,2.74617
3.38402,-3.58613
-1.98991,-0.741129
-1.58525,-2.6081
1.9217,4.31737
-1.06271,4.32815
2.27411,-1.42982
3.06846,-1.9027
2.88999,-1.21412
-2.53529,0.770624
-2.08882,-0.27333
0.374201,-1.68417
3.91602,2.38228
-1.87185,2.27137
4.07044,-1.9688
-2.51286,-2.91128
3.56561,0.309471
-1.12622,0.326255
-1.61796,2.01532
3.28904,-3.03413
1.96537,2.71229
1.26786,-1.29661
0.800986,-3.97076
-1.79111,-0.750433
-1.73867,4.46296
0.491606,2.04364
-4.25159,-1.85135
2.61431,1.30727
-1.87528,3.69305
-2.28714,-3.02957
-1.76924,2.32551
2.6104,0.129742
3.28064,-0.147065
-0.983446,4.6718
2.35874,1.57616
-0.560843,-4.51584
0.0529353,-2.58326
0.37748,-4.81094
1.03184,-3.98869
-1.94124,-2.83621
0.101693,2.7865
2.53739,2.46639
1.79902,0.646636
-2.86332,3.16602
-2.57771,3.75992
-3.13218,3.82689
2.00959,1.14507
2.91548,3.85775
-2.3367,1.19411
3.66641,-3.33267
-1.37179,-0.220329
-2.30614,2.6277
-1.60625,1.78973
-1.09697,0.0115718
-0.296337,-3.29959
-0.138046,2.12332
1.07845,2.93086
-0.570869,4.68842
-4.56287,0.264003
-1.42137,-2.63455
3.2413,1.42506
-1.61908,0.470972
-2.27975,1.62987
-0.112397,-1.84228
-2.47664,-3.50464
-0.859052,2.65765
3.57003,-0.247561
4.35237,0.859115
-4.17569,0.715262
1.49463,2.50119
0.95433,-3.97953
-4.76455,0.154335
2.12932,-1.87791
4.09031,-1.12835
-0.892835,-1.45899
2.67942,-3.28342
-4.6848,-0.0600233
2.65097,-1.7406
1.92837,-3.12506
-2.12036,-3.35903
3.07995,1.79028
1.90082,2.2
-4.19532,-1.42915
0.202984,-3.95847
-3.55438,-0.995881
4.29996,0.220948
1.14839,1.34444
-0.767674,4.22105
-3.62156,-3.16277
3.59713,-1.14627
4.00123,1.19365
-2.69863,3.23666
-0.604663,-4.35685
-0.756922,-4.00711
1.35918,2.09648
-1.35983,-4.44367
3.04659,1.0035
0.106206,-5.01427
4.26658,-1.11354
-1.67674,1.93394
3.4913,2.66963
-0.521019,-4.48078
-0.203237,2.8962
-3.4092,1.72101
0.972207,-4.58377
0.84804,-3.61585
-3.24605,1.01555
4.01631,-1.23179
-2.92409,3.00437
1.40175,-2.07283
-3.78858,0.304307
-1.27673,3.94035
-2.46231,-2.01253
-2.22663,-4.30384
-0.185545,-3.57623
0.163461,3.80868
1.73342,-1.50273
1.94361,0.729037
1.77609,-2.00166
4.04182,2.13298
1.13807,-1.20122
1.81967,-2.88687
1.94738,1.07966
-4.77371,1.45964
-1.69119,-1.01455
-2.4853,0.546475
4.36003,0.504099
3.8635,-1.91212
2.96973,1.29454
-2.98791,2.23189
0.583804,3.43422
1.8964,0.671241
3.55834,0.00530506
3.24061,1.81674
-1.87135,4.32368
4.05161,-0.663064
1.85742,1.69098
-1.00529,4.0686
-2.35229,2.23416
-2.86584,-1.99675
-4.63909,1.39291
-0.284026,3.54363
-1.50922,3.29357
-1.04942,-2.86563
-3.46858,-2.37688
1.15568,-1.65806
-2.54525,3.90118
-0.372509,3.65431
-4.81747,-1.12877
4.14413,0.772345
-2.48581,-2.25623
2.17038,-3.38482
-3.55748,-1.814
-0.347412,-1.23443
3.12781,-1.20469
-4.44289,-0.664211
-0.411138,1.53327
3.40504,-3.3821
-3.17627,3.32772
-0.935442,4.11776
3.66666,2.42697
-0.76281,-0.985271
2.66273,1.45477
0.293338,1.58902
0.187588,4.68677
3.14483,-2.71925
-3.70053,1.35974
2.88991,0.64307
-0.341784,-4.29164
2.69123,1.21315
-4.85952,0.614722
-3.06109,0.566578
1.57262,-3.22456
-2.1774,-0.670176
-1.68811,-3.78633
-0.560375,-1.55436
3.8097,2.77904
4.68456,-1.01544
4.78461,0.512251
1.58073,-2.31753
-2.36793,-2.05316
0.763045,3.21131
-2.33963,-2.31877
-2.20764,3.71934
-4.47147,0.695431
-1.04597,-1.62627
0.492723,3.20272
2.8641,1.07433
-4.72632,-0.91631
-1.54946,-1.09147
0.730897,-3.68651
4.04746,-0.14487
-3.1164,1.63412
2.69768,2.57341
-1.90001,0.835639
4.57948,-0.42577
-1.72712,-3.68585
-0.251638,-3.81262
-2.60393,4.05623
2.45908,3.35004
-3.73951,-1.98715
3.15542,-2.80187
-2.34837,3.55687
-2.29399,-0.39604
0.505663,-0.838558
-0.364143,-2.99981
1.09047,-4.4366
-4.32345,-1.94318
1.42259,-0.345106
3.18219,-1.85635
3.2962,-1.90012
4.6331,-1.70878
4.11123,0.151435
1.27902,3.362
-4.37892,0.302545
0.795235,3.69087
-2.3289,3.84023
-0.428476,4.75737
0.163761,-1.25671
3.37716,1.04853
2.88762,1.10797
0.372231,4.12096
-0.613598,4.06001
-4.15262,-1.91094
3.58514,-1.2068
1.78231,4.53218
0.677225,3.87604
-1.79017,0.638133
0.00582713,-4.39729
-2.55722,-3.58725
2.41188,-3.76164
-3.96247,0.0168808
-3.90049,0.945895
-1.05675,-2.98444
1.3606,-3.67321
0.531295,-2.56999
-4.02929,2.7789
3.05892,3.0681
-3.85022,-1.1051
-4.49711,-2.10295
2.96033,2.56075
0.284571,2.11448
4.6532,-0.0383262
-1.68225,-1.89156
-3.85361,0.0071885
-1.58786,3.59324
-2.07035,-2.52168
2.53554,-2.33409
3.0786,-0.903202
-3.00949,-2.45079
1.54412,-1.15456
-1.76785,-4.45453
-4.77964,-0.752737
-2.67062,-0.936255
2.30355,0.813535
0.352693,-4.89967
2.11137,-1.95516
-0.14573,1.08467
-0.478087,-1.40375
1.32209,3.67963
-1.48286,1.46737
-2.0029,4.02721
-2.28515,1.3585
