x,y
4.0757,-2.2206
2.26986,2.34352
-2.57549,-3.07427
-1.94728,-1.56992
3.2583,1.79569
2.25828,-0.0570043
-2.1097,2.59945
1.36609,3.68876
0.851326,-4.75195
2.24191,-1.43485
-1.27816,2.74345
3.01877,1.74868
-0.377606,-4.13718
-2.29214,-1.28334
0.151713,2.65483
4.34643,1.17083
2.15326,-2.46295
-1.66437,-3.49687
3.84087,1.814
-2.15875,3.46979
0.602776,1.00444
-3.22826,1.76482
-1.57001,-1.12232
0.963624,-4.83374
1.57163,0.814234
-2.43821,-1.40041
-3.64593,2.97047
1.3766,1.15327
4.29651,0.314815
1.52445,1.00921
-2.02852,-1.7326
0.157367,-2.26571
-2.28509,4.03118
2.93466,2.71721
-3.70681,-1.17032
-0.00647624,4.35469
0.875299,3.33019
-3.7367,-3.28368
1.5508,-2.65477
-1.13191,1.00908
1.25908,-2.98572
-1.46836,0.655905
1.37393,3.64979
2.13678,1.07655
3.55925,-2.97106
-2.41097,-2.71062
-2.49539,1.59769
2.07642,2.07183
-4.39394,0.497802
0.73043,1.0409
-1.20914,-0.0220904
-4.43798,-1.49488
-4.34336,1.04543
1.3894,3.29369
2.41676,-1.07367
-0.665771,4.98644
0.689306,-1.89647
1.35581,1.0585
-3.58075,1.30401
1.86957,0.280727
0.856365,-4.71275
-0.160011,3.11984
1.72378,0.989871
-1.12055,-1.09902
1.39597,-1.15032
1.93741,0.260252
0.29983,1.73038
-1.60762,1.98698
2.05144,2.6669
2.06141,0.268895
-3.77399,-3.25807
2.24175,-3.01794
0.00651566,3.96533
-1.6993,0.978855
2.80472,-3.96312
2.89315,-2.46853
-1.47478,4.40724
0.174955,-2.24808
-2.15,1.37407
1.65374,3.70531
-1.27112,4.38364
-4.54851,-1.76303
-2.13001,0.0578885
-3.27386,2.45693
-1.11527,-4.6745
-3.94487,-1.74747
1.18699,3.41964
-0.711649,-2.47231
-0.185828,-4.03109
-1.76903,-1.38171
-1.82082,2.01385
-0.62969,1.31493
0.191514,-1.60804
-3.26317,2.43014
-3.9646,2.9597
-1.41201,-2.55402
-1.95066,1.26953
-4.05609,0.101736
-0.455704,1.49288
2.25853,3.23826
-3.11239,-2.05515
2.23588,3.61496
2.74091,-1.96118
-1.09136,-2.60712
2.60537,1.03553
0.341231,-4.48349
3.13685,-0.611499
-1.34266,4.62915
0.555529,4.4922
-3.57835,-0.554264
0.724682,2.92792
-4.29612,2.31101
2.95307,-3.17804
-4.76787,1.07796
-2.74894,1.65637
-1.82406,1.43711
-1.66874,4.48892
-0.908629,-3.92344
0.290891,4.12537
-2.98941,1.84423
2.08754,1.52253
4.72561,0.408734
-2.19472,0.768557
-1.10399,-1.55454
0.429673,3.45255
0.0676132,-3.11791
0.212698,-2.9738
