x,y
-0.152999,2.13292
-0.81992,0.87814
-1.02135,1.53785
-0.0654812,-1.12183
1.79511,-2.85145
0.951265,0.208837
-3.10849,-3.41468
4.07256,-2.54943
3.17021,1.64045
1.15101,0.760315
-1.71635,-0.441439
-1.40168,2.97915
4.27582,-0.867546
2.22868,0.499212
2.1172,-3.51354
2.99136,1.9624
2.79642,-0.590937
2.35972,3.79911
-1.74255,0.275863
2.29855,1.83394
-1.88068,3.02244
-1.87716,2.43531
1.87471,0.291503
-1.31477,2.57985
0.326109,4.75829
-3.80052,2.05171
0.506844,-1.53985
0.689297,-0.929101
-4.56758,-1.61529
0.00272328,-3.41825
0.985295,-2.89446
-4.84175,0.734036
4.18266,-1.46867
3.00039,-3.06892
-2.33435,-2.29505
-3.54177,1.65754
-0.0640161,1.95841
3.15193,2.9557
2.50668,-2.61508
-0.0303649,-4.73979
-2.23039,2.63491
-0.159389,4.88693
-2.29102,2.12386
-0.370892,-3.08318
-1.2118,3.90209
-2.05194,0.838572
4.44786,0.504163
2.42415,-0.0956754
-1.1807,2.60721
-1.60673,-3.48522
1.36897,-1.97528
-4.10684,-1.36324
1.76232,-0.742664
0.0782927,-2.1381
-2.90082,-2.40468
1.38647,-0.98816
-1.12172,1.55877
2.5181,2.29905
-2.58724,2.33677
-0.875659,3.62444
2.89037,-2.32459
3.65687,0.193478
0.32775,2.41136
-2.26807,-3.14015
4.44517,2.17839
2.38859,-0.570458
0.757254,-1.11064
-1.41957,4.27433
-0.749873,-2.69886
2.32493,3.52608
4.46869,-1.32328
1.44687,-3.84302
3.51076,-0.881743
1.18796,-1.00465
-2.65949,0.446677
3.16985,-2.52703
-2.35638,-3.79878
-2.35049,0.347354
-2.55497,-1.12187
1.71126,1.45011
-0.312118,-2.7761
1.53499,-1.27833
-0.278614,4.10235
3.40218,0.807943
-2.27817,1.33725
-3.78674,0.457739
-3.73549,0.111589
0.963966,-1.08108
3.95067,1.27949
-3.54739,-1.45869
4.70421,0.295757
-2.89464,1.11087
-3.117,-3.74506
2.25236,2.46987
1.00756,4.22248
1.14773,2.45891
-2.23155,-2.19577
-3.87305,-1.57819
2.21128,-0.030208
-4.06671,0.604402
-0.758597,-1.39006
-0.212523,1.40294
-1.31819,-1.02277
4.58444,-1.64984
2.76287,-0.277433
1.88657,-0.231125
3.25861,0.866677
2.77726,-0.441101
-1.5947,-3.58382
-1.86941,0.179419
2.18607,0.1765
1.54674,0.679108
-4.56475,-0.645504
-0.842148,-2.41735
-0.530779,-3.9341
-0.786783,1.00296
1.05305,1.70207
3.60589,2.98363
-2.00931,-0.627154
-1.40407,0.505887
-0.324512,-1.19077
-0.262128,1.29516
-4.79621,1.17927
-4.19282,-1.03393
0.811018,-1.74176
-1.69584,2.29085
-1.73566,-1.31997
-3.06132,-0.173334
-1.13259,2.76025
3.98153,-0.929982
-4.10958,0.646829
0.502837,3.72842
-0.789028,1.8865
-0.11906,-1.15416
-2.14749,0.137849
3.69465,-1.09184
-0.334611,-1.79815
-4.66193,0.572622
-3.50831,-0.609639
-2.68396,2.42126
2.67455,-3.04548
-2.02828,1.73818
2.78434,-1.19096
-1.33572,1.02705
3.87617,-1.93655
-1.37571,-0.671957
-2.14985,-4.00394
2.47695,2.1196
-0.9205,-0.345978
-2.71629,-3.00557
-1.50415,0.530179
-0.0213079,-3.205
-1.68942,4.18758
-4.86056,1.05827
-0.832403,-2.25497
2.79057,-3.80684
-4.39982,-1.21846
-1.6906,2.60722
-2.48689,-2.26806
-4.02905,-1.87272
1.41358,-0.622301
0.272828,1.13659
1.9956,3.76291
-0.30364,-1.72327
-0.0627092,2.45108
4.01593,2.77211
3.74897,2.52691
-1.98678,-0.336339
0.273137,2.2387
-4.8685,-1.01066
3.77865,0.987627
0.684541,1.36699
4.2658,2.65102
-1.59263,3.09015
-1.64706,-1.18055
4.57867,-1.98288
-0.832651,-2.42846
-0.128517,2.28046
1.34354,3.5761
-0.265131,-4.03577
0.461931,4.25045
2.26617,3.70912
2.28741,-2.44204
-2.23373,3.02955
1.16747,2.90662
0.991543,1.02168
-3.39535,-0.081629
-2.7879,1.74006
1.40297,2.35208
4.86747,1.11994
-3.08947,3.83279
0.770924,-0.890685
2.09023,-0.455095
-4.69482,-0.731727
3.14958,-0.343248
-1.10111,1.17345
-2.31326,-0.0363868
-3.36599,-0.407163
2.96111,-1.25911
-1.24693,1.31515
-4.04252,0.143729
-0.819298,3.79014
3.10485,-2.51352
-1.43089,2.34095
2.17155,-1.89028
-2.68091,0.905367
4.01497,0.197937
1.33473,-0.118334
-3.48618,-0.133565
-1.83072,-0.622769
2.62798,1.06763
3.45912,-2.45557
-1.07745,-2.71841
0.154227,-4.93051
-4.31499,0.110833
-3.13462,-1.27973
-1.30379,-2.7263
4.5566,0.905971
-3.67448,-1.18884
-3.24549,-1.3959
-0.667371,2.89408
3.60239,2.91888
0.228796,1.31382
0.456766,1.33552
-0.00990909,3.65027
-0.0977062,-2.8074
-3.16941,1.7909
-2.0346,0.984288
-0.984362,-3.71388
3.19514,-0.0450917
2.77664,3.04369
3.46742,-2.8743
-2.01411,-0.394856
-3.12485,3.23344
3.15783,2.84418
-2.15498,-1.01951
2.83056,-1.37044
-0.0347263,-1.23335
3.60322,-0.681363
3.54125,2.4039
3.58347,-3.35768
4.13165,1.67289
0.94709,-0.826759
1.17965,-3.40299
3.69391,0.49179
-2.10288,-4.15142
0.794333,4.78407
2.48704,-3.41067
0.429627,-3.90612
2.85236,-2.88408
0.866731,-2.17918
-3.57846,3.4192
-3.10262,-1.39554
-0.469857,3.21988
1.00123,-4.63036
4.74933,-0.654474
-2.78804,3.57518
2.02501,2.57449
-2.07081,-1.74125
-1.46508,-1.03164
3.98938,2.72215
1.32108,-1.39322
-0.124917,-2.51389
1.17207,-2.34492
-2.92052,0.482481
-2.92204,-1.55627
1.71067,-4.61889
2.74307,-0.675143
-2.04555,-0.59416
-2.02951,-3.1251
1.0022,1.99427
0.350842,-2.17433
-2.94932,-3.10826
-0.145973,3.76198
-1.42492,2.7003
-0.789483,-3.266
1.10612,-1.32375
-1.35223,-2.26388
1.91634,-0.987055
2.52821,-0.478095
-2.71398,-2.62338
0.16891,1.98136
0.648634,-3.01306
4.53283,-0.992979
1.13033,1.19204
-0.510329,-1.35125
-2.63405,-0.254039
0.310951,3.22433
3.1398,-3.00003
-4.95792,0.206739
-2.94113,-0.731975
-1.04478,-1.13273
3.25945,1.40332
2.35482,2.67283
-1.15948,3.43297
2.78563,-0.198573
1.54246,-3.75242
3.73188,3.35058
2.54918,0.588316
2.25203,-2.8179
0.767679,2.8729
-3.80433,-2.32586
-0.699078,0.988622
0.216178,1.41795
-0.855687,3.70869
1.6484,1.32363
0.780294,-1.44646
3.21128,0.980184
-2.21947,-4.03405
-0.32025,-3.31377
-0.688984,-3.89335
-0.806684,3.44623
-2.20348,-1.30661
1.44145,1.62442
-2.58915,0.0558541
-0.979803,4.21052
0.793059,2.27689
0.399489,5.01435
-4.21602,-0.958183
-2.08869,-4.2748
-1.70481,1.0794
0.384901,-2.07693
-2.64856,2.46972
-4.0432,-1.58518
-3.11165,2.41092
0.944984,1.34945
1.78598,0.548595
-2.74813,1.9998
2.66536,3.60682
4.62736,-0.248214
-0.741832,2.12012
-3.40442,0.476184
-0.930178,-0.642799
-2.54496,2.33904
0.762831,1.61451
3.40606,-2.2252
-1.35142,-1.51699
-1.18777,-0.195214
-4.6486,1.1972
2.68433,-1.9681
1.08347,-0.0236895
-1.51217,2.6017
-0.88935,-1.38673
0.573595,4.2226
-0.658144,4.62106
0.825751,0.708404
-0.743832,-0.825228
3.51783,1.06223
4.11647,-0.201422
-0.706516,-3.54423
4.87675,0.33157
-3.01219,3.14362
0.413939,-1.80679
1.32506,-2.60331
3.63777,2.83639
2.77706,1.5983
2.78913,3.88182
0.510544,-2.33334
2.42117,-3.54873
1.66892,1.74293
3.2685,-1.81565
2.78769,0.541023
2.9783,-0.358096
1.11189,-1.34491
1.17648,2.10783
3.3108,-2.42979
2.21391,1.22631
-0.4272,-1.62124
1.67109,-0.788917
3.01902,2.26003
-3.11932,-3.72706
3.90815,0.915117
0.286374,1.22143
2.35315,-3.33973
1.91373,4.55448
-4.68976,-1.50641
1.19024,-3.33275
2.93782,-3.58872
4.37477,1.30225
-3.39246,-0.158526
-0.486493,-1.7845
0.124341,3.76769
1.48074,1.2295
-2.68996,1.43589
4.84745,0.187343
-0.136635,1.7368
-2.98208,1.12466
0.951518,1.89727
-0.631242,1.25891
-4.55143,-0.608809
-2.73509,-1.50193
-2.54097,-3.1103
0.070402,-1.15277
-2.23924,-0.012815
3.36731,-1.39054
3.04582,-0.686619
-2.89491,3.70786
-2.99016,3.23741
-3.56956,-2.73296
1.67515,-1.83187
-1.31739,-4.17968
-0.254329,-1.87091
-3.71986,-0.0445802
-3.29786,2.25262
-3.10628,-3.61317
-2.82688,-1.46645
2.0594,-3.14735
2.63887,-1.5957
0.630753,-3.68919
-2.38901,-3.5301
1.80575,0.0317452
0.759877,4.53039
-1.74657,4.40562
0.981685,-0.272055
2.91578,-2.38295
-2.99671,1.44511
-0.407781,1.11139
-1.23228,-1.57423
-2.71717,-3.68346
-3.9454,-0.873385
-1.25702,0.146952
0.325068,1.76768
-1.3713,-4.12584
2.31017,-3.28064
2.34065,-4.34152
3.77613,-1.00506
0.414608,1.60296
0.773696,1.08989
4.72596,0.220407
0.515303,-3.50383
0.775852,0.886356
1.84275,0.177416
1.0875,-3.45522
3.29621,3.30962
3.26445,2.9602
1.28988,2.13328
0.377593,-1.63249
3.10789,-1.31325
2.71756,1.86066
1.9456,3.22232
0.634711,4.51273
0.643657,2.61137
1.76411,0.197397
0.394523,2.07185
-4.68484,-0.215229
-1.32157,0.229765
-1.95851,2.18726
1.88464,4.11109
-1.53769,2.79058
-0.052321,-1.58867
3.60491,-2.74451
3.86152,2.26099
-2.9905,-1.62896
-1.29073,0.27744
-3.10575,0.355666
-3.78091,3.02164
-1.22049,-1.80019
4.85625,-0.916462
-0.16252,1.57876
0.766571,1.60608
-3.40009,3.24957
0.00605205,2.09493
1.79444,3.45029
0.214029,3.09968
-3.56774,0.530384
-2.05564,-3.54963
1.01569,-0.506637
2.87933,3.0462
0.681902,-2.77346
-0.444954,2.05129
-1.22948,3.54899
2.6801,4.10369
-2.86011,1.93462
-0.426234,-1.63116
1.75872,-2.65341
-2.56253,1.23671
0.861862,1.46675
2.57264,-1.2595
-1.66912,2.19484
-3.19247,1.11831
3.17827,-0.0815758
-2.671,-1.60357
1.37427,-1.4276
-0.134584,3.15987
-1.00184,0.543979
-0.172696,-2.59975
1.01069,3.99394
-1.24428,2.94145
-2.44868,-4.21134
3.89112,2.27069
-0.248335,2.32239
0.395427,-3.54956
3.4157,2.9159
-0.434658,-2.28299
-2.22247,4.2741
3.73318,-2.18047
-0.449791,-1.55301
0.41801,4.69343
-1.61572,2.88016
1.09965,-2.44132
2.08366,-0.70576
3.16372,0.31152
-1.9191,2.19288
-1.54763,-1.72578
1.9194,-1.56232
3.09668,2.9053
-1.8092,0.722638
3.85866,-1.38187
-2.4289,-4.31105
4.68735,-0.760206
-3.15222,1.79502
3.24422,-2.42393
2.27264,1.19305
1.85035,0.139779
-0.224416,-2.80841
-2.30724,0.711114
-0.882172,3.1711
-2.95427,-2.69955
3.32252,2.68601
-0.328148,3.59889
-1.12584,-4.05616
-2.32957,0.880336
1.29748,-0.694115
4.58719,-0.980984
-2.26058,4.08714
1.99036,0.0705667
0.460736,-4.35742
1.48519,-3.17584
-0.241813,-3.39003
-0.0251622,-2.855
-3.49105,-2.81161
0.0157404,1.23888
3.61457,1.35186
1.16965,-0.769837
-3.06916,1.62975
-1.03632,3.59685
-2.5399,2.60348
2.2724,-0.382485
3.21449,2.60055
-0.796649,1.36944
3.28449,-1.98626
-1.29858,1.32794
-2.72722,1.13599
-1.48442,0.244527
1.2356,-3.06364
-1.29816,3.15125
0.0470905,1.77379
0.298677,3.4053
