x,y
0.063653,1.92541
-0.589732,1.07053
-1.15494,1.26923
-0.297788,-1.31166
1.99323,-2.62617
1.25123,0.204183
-3.40142,-3.4794
3.95316,-2.27421
3.0679,1.35844
1.40108,0.594597
-1.81678,-0.158747
-1.11718,3.07432
4.09544,-1.10727
2.26417,0.797105
2.41086,-3.45219
2.73321,2.11524
3.09067,-0.532461
2.30438,4.09396
-2.01018,0.140315
2.23965,1.53978
-1.8978,3.32195
-2.1693,2.3671
1.60813,0.429096
-1.25889,2.8746
0.584099,4.60518
-4.00543,2.27082
0.277186,-1.73287
0.718408,-1.22768
-4.75025,-1.37732
0.132073,-3.14756
0.686237,-2.87071
-4.65349,0.967612
4.463,-1.36183
2.70062,-3.08066
-2.62127,-2.38267
-3.51748,1.95656
0.189156,2.11936
3.42685,2.83563
2.28522,-2.81745
-0.139116,-4.46019
-2.14294,2.92188
-0.404197,4.71352
-2.40907,2.39965
-0.519747,-3.34365
-1.3835,3.65608
-1.87384,1.07999
4.22226,0.701911
2.6188,-0.323957
-1.11893,2.90078
-1.84611,-3.30439
1.66137,-2.04238
-4.10077,-1.66318
2.04561,-0.643933
-0.0603004,-2.40417
-3.02378,-2.67833
1.68647,-0.988485
-1.13582,1.85844
2.51742,2.59905
-2.45609,2.60658
-0.783241,3.90985
2.59356,-2.36822
3.52614,0.463493
0.142955,2.64768
-2.10508,-3.39201
4.17642,2.3117
2.49531,-0.850833
-1.1495,0.0231235
0.835922,-0.821139
-1.55761,4.00798
-1.01801,-2.83342
2.20295,3.80016
4.21884,-1.48934
1.15169,-3.78949
3.59169,-0.592867
1.10754,-1.29367
-2.56654,0.16144
3.28672,-2.80333
-2.61717,-3.94707
-2.58698,0.531938
-2.71453,-1.37592
1.42872,1.55096
-0.473257,-2.52305
1.37224,-1.53035
-1.05982,0.6203
-0.570187,4.03175
3.63486,0.997306
-2.03415,1.51177
-3.52103,0.597029
-3.44976,0.0201439
1.238,-0.958987
3.79143,1.02524
-3.45563,-1.17306
4.78555,0.58452
-2.86745,1.40964
-3.34239,-3.54707
2.33026,2.18016
0.739882,4.08703
0.872075,2.5773
-2.53104,-2.17827
-3.78362,-1.29183
2.06273,-0.290851
-3.89222,0.848436
-0.984209,-1.19233
0.0295716,1.58011
-1.60792,-0.94493
4.63418,-1.50447
2.74638,-0.57698
1.88261,-0.531099
3.45056,1.09723
2.5391,-0.258671
-1.29981,-3.52865
-1.92366,-0.115636
2.42626,0.356247
1.78124,0.492008
-4.51014,-0.350517
-0.589321,-2.25586
-0.313348,-4.1408
-0.655331,1.27263
0.774341,1.81307
3.61962,2.68394
-2.20771,-0.852189
-1.55696,0.764001
-0.15187,-1.43611
0.0306753,1.36048
-4.72406,1.0705
-3.93212,-0.885501
1.05971,-1.90955
-1.72017,2.58986
-1.45167,-1.41668
-3.29712,0.0121308
-1.42285,2.68444
3.81404,-0.681091
-3.81711,0.713622
0.371281,3.99804
-0.96236,1.64164
0.17762,-1.19867
-2.34539,-0.0876196
3.91647,-1.29382
-0.615478,-1.90358
-4.9418,0.68067
-3.40689,-0.327305
-2.95857,2.54205
2.39416,-2.93878
-2.11014,1.44957
2.94456,-0.937324
-1.23394,1.30925
3.73124,-2.19922
-1.33907,-0.374201
-2.44865,-3.97712
2.59147,1.84233
-1.16455,-0.52045
-2.65651,-3.29955
-1.50058,0.2302
0.256656,-3.09214
-1.98928,4.19683
-4.69811,1.27861
-1.13202,-2.23992
2.73716,-3.51163
-4.58884,-0.985503
-1.67251,2.90668
-2.44466,-2.56507
-3.93561,-1.58765
1.53831,-0.895145
0.170153,1.41847
2.29362,3.7973
-0.0812486,-1.52192
-0.2868,2.25162
3.7691,2.94263
0.998533,0.380251
3.77905,2.8254
-2.17723,-0.104543
0.157101,2.51535
-4.71363,-0.854933
3.50615,1.1131
0.957531,1.24259
3.9694,2.60468
-1.88512,3.02346
-1.61232,-1.47853
4.36219,-2.02269
-1.08917,-2.58401
0.0836889,2.49252
1.35316,3.27626
-0.551093,-4.12646
0.302057,3.99659
2.54957,3.61071
2.34416,-2.14746
-2.23328,3.32955
0.875731,2.97655
1.04321,1.31719
-3.64766,-0.243929
-3.08314,1.7933
1.67614,2.22808
4.78006,1.40693
-3.11731,3.69009
1.06383,-0.95555
2.05461,-0.157217
-4.4582,-0.916152
3.16558,-0.0436756
-1.25028,0.913158
-2.45031,-0.303249
-3.49381,-0.135756
3.26034,-1.23757
-1.50906,1.16924
-4.00024,-0.153276
-0.696973,4.06407
3.024,-2.80242
-1.62021,2.10823
2.47014,-1.91934
-2.6723,0.605491
3.98948,0.496852
1.51541,0.121158
-3.36286,-0.407044
-1.93038,-0.339806
2.91197,0.970922
3.16869,-2.38037
-1.30029,-2.51755
0.450742,-4.9761
-4.18798,0.38262
-3.01052,-1.00661
-1.33074,-2.42752
4.49217,1.19897
-3.58727,-1.47588
-3.20071,-1.69254
-0.821995,2.637
3.30266,2.90621
1.02936,-0.0598995
-0.0647678,1.25201
0.240904,1.54386
0.237455,3.48053
-0.368472,-2.67823
-3.46936,1.79621
-2.13735,1.26614
-1.15252,-3.96232
2.91883,0.0717594
2.99704,2.84016
3.68934,-2.67242
-2.27156,-0.240853
-3.39619,3.36141
3.43083,2.96855
-2.31095,-1.27578
2.80376,-1.07164
0.218347,-1.07224
3.84247,-0.50036
3.62294,2.69257
3.47658,-3.46823
4.08509,1.96925
1.19944,-0.664532
0.909216,-3.53285
3.44173,0.329285
-2.00956,-4.43654
1.08792,4.84575
2.33477,-3.66916
0.250263,-4.1466
3.13654,-2.98023
1.09805,-2.3702
-3.74499,3.16966
-3.28671,-1.63242
-0.68619,3.42773
0.94908,-4.92579
4.59317,-0.398323
-2.85277,3.28225
2.3134,2.65715
-2.37068,-1.73264
-1.52653,-1.32528
3.96023,3.02074
1.31651,-1.69318
