x,y
3.6825,-2.14716
2.11671,1.974
-2.21765,-2.89552
-1.73644,-1.23
2.91696,2.00423
1.85937,-0.0865344
-2.01529,2.98815
1.20689,4.05572
0.660116,-4.78226
1.84295,-1.40603
-0.929486,2.54743
3.08606,1.35439
-0.743656,-3.97591
-2.55004,-1.5891
-0.18515,2.43914
3.98802,0.993233
1.83553,-2.21995
-1.44691,-3.16114
3.83382,2.21394
-2.29515,3.09377
0.215919,1.10614
-3.58622,1.58631
-1.17063,-1.10012
0.780631,-4.68017
1.84422,0.521496
-2.20611,-1.72619
-3.40484,2.65129
1.58063,0.809222
4.26503,-0.0839437
1.91038,0.904069
-1.92392,-1.34652
0.0259264,-1.88792
-1.96043,4.26483
3.10712,3.07811
-3.52996,-0.81154
0.382244,4.26037
0.610295,3.62981
-3.67485,-2.88849
1.64564,-3.04336
-0.885412,1.3241
1.01836,-2.66626
-1.66492,1.00428
1.7739,3.6455
2.01037,0.69705
3.49835,-3.3664
-2.69368,-2.42764
-2.64039,1.97049
2.39738,1.83312
-4.2822,0.113724
1.0478,0.797436
-1.1963,0.377703
-4.07529,-1.66356
-3.95433,0.952385
1.48672,2.90571
2.81527,-1.10819
-0.886862,4.65309
0.293171,-1.841
1.54148,0.7042
-3.37889,1.64934
1.61448,0.588828
1.23212,-4.84988
-0.0891001,2.72618
1.33019,1.06117
-1.09813,-0.699648
1.75194,-0.967882
1.56829,0.414376
0.480025,1.37327
-1.95466,1.78807
2.39084,2.45523
2.24761,-0.0851264
-3.66286,-2.87382
2.05842,-2.66242
-0.334349,3.75602
-1.71815,0.579299
2.75076,-3.8788
3.2353,-2.26133
-1.72739,4.0971
-0.197489,-2.10219
-1.77165,1.24426
1.40397,3.39288
-1.32085,4.78054
-4.4495,-1.99979
-2.02922,0.444983
-3.64075,2.29757
-1.34274,-4.34548
-3.86605,-1.35531
0.805692,3.54052
-0.830449,-2.09036
0.0656894,-3.72006
-2.14106,-1.23476
-1.75262,2.40799
-0.236884,1.23941
0.563887,-1.46196
-3.09519,2.06712
-3.73108,2.95744
-1.50787,-2.16568
-1.61025,1.05947
-4.08529,-0.297197
-0.854744,1.46519
2.27793,2.83873
-2.8097,-1.79366
2.59015,3.80068
3.12187,-2.0831
-0.890646,-2.26112
2.20907,1.08986
0.128911,-4.82249
2.75116,-0.50545
-1.02058,4.39195
0.156338,4.46678
-3.17902,-0.531231
1.0946,2.77573
-4.0874,2.65224
2.55574,-3.13193
-4.54075,0.74869
-2.74024,1.25647
-1.57656,1.75135
-1.31314,4.30576
-1.01684,-3.53836
0.63087,3.91462
-2.59129,1.80541
1.91996,1.15933
4.91747,0.483028
-1.80942,0.875992
-1.46511,-1.72657
0.170933,3.7576
-0.292054,-2.94287
0.541248,-1.19698
-0.062229,-2.68326
1.21802,2.96712
-0.807601,1.8895
-2.93852,3.93724
2.71468,-1.76182
3.95452,-1.39206
0.558768,-1.19215
-0.494453,-2.66535
0.541251,1.28216
-1.33131,-0.404648
1.48082,-1.59925
2.65829,0.206831
-1.91644,3.48361
-0.779795,4.3871
4.48959,1.27119
-3.10199,1.72231
3.66457,-0.260138
2.55474,1.06499
1.13519,2.06318
-2.70602,1.44611
-0.574604,4.53101
2.85076,-3.32714
-0.298248,-1.32034
-0.64806,1.69942
1.36025,-1.61695
2.67305,0.697494
1.20754,-2.45457
2.06416,2.5284
0.988618,-3.42045
1.24326,-0.171369
1.40248,-0.329745
-0.821464,-1.19815
1.20875,0.899176
0.772727,-2.53154
3.22017,-2.08431
-0.0352377,2.05069
-2.76459,-1.16123
-0.0380636,4.96034
2.9097,2.24986
-0.834847,-4.34507
-2.37795,-0.262087
-2.78369,-2.50088
2.75533,-0.521476
-0.63662,-1.8262
-1.32237,-1.61092
-2.10194,-0.349727
1.83376,1.31522
-0.329637,3.92789
-0.310268,-1.39553
-4.05467,-0.48468
-1.89674,-3.07813
1.16176,2.78122
0.988933,2.21012
-1.92797,-4.3515
-0.104699,3.59999
3.26999,-2.3871
-4.32602,1.7996
2.14346,-2.80192
2.38373,2.3626
-1.48025,-1.13839
3.00276,-2.36622
-0.406955,-3.28507
-0.273469,-2.90857
3.66618,0.242632
-4.52181,-1.35915
0.602393,4.2827
-2.42879,0.632222
1.04804,-0.19785
1.50873,3.27814
-4.04828,2.19391
-1.68987,4.35367
1.67273,0.874419
2.0367,-2.021
-1.58458,4.47552
0.399883,-1.73429
-0.804446,1.70835
1.94866,-2.29924
3.73893,-2.12535
-0.521316,-0.958081
3.50837,2.23404
-3.78187,-1.7383
-2.40673,4.09844
2.15448,-0.408038
-2.61624,3.62468
-0.886613,1.92741
-1.083,0.714547
0.908245,3.14563
-2.76135,3.999
-1.21864,1.04778
2.60005,-1.06058
-2.84778,1.53883
-2.99208,-1.66898
0.780144,-1.98258
-1.88879,3.0307
-2.53741,-2.09738
1.27758,-4.06309
-1.66969,0.23497
-1.52948,-2.47857
-3.1056,-2.71777
-1.10057,-2.53805
1.76353,0.5597
1.64815,-1.17734
1.57452,-3.62019
-2.08858,-1.52255
-2.23392,0.650168
1.91836,1.11821
-4.26955,0.262991
-3.37504,-1.84198
4.43667,-2.23401
2.48948,3.40581
-2.09648,1.25877
2.36345,1.02291
-3.10234,1.13224
0.0394789,1.76838
0.431703,-1.8522
-0.327205,-1.29451
2.47917,-1.44249
3.26989,-2.36595
-0.481111,4.97142
-0.156141,-1.08993
-1.05416,-2.89424
1.95703,-0.262979
0.223814,3.36537
0.919328,-4.72768
0.25018,3.23582
-1.9369,-2.57326
-0.335986,-2.20089
-0.304585,3.24843
0.351069,1.49136
-2.07343,-1.35833
-0.0913217,-4.00213
2.67303,-0.0336525
-2.62935,-3.19492
-2.75158,-2.08649
1.12872,1.23355
-0.806804,-3.43001
-0.221184,4.14478
1.18866,1.87753
0.329129,-3.68002
-1.00593,2.60969
0.728151,-1.71007
2.43347,0.572061
-3.51104,-0.650858
-3.19355,1.58487
3.63781,-0.601441
4.86832,-0.421849
0.0751661,4.01235
-0.126455,4.74466
-1.95053,4.44459
-0.445605,4.64015
2.26455,-2.10098
1.26484,-3.74171
-4.03902,2.78155
1.4585,-3.16981
-3.62871,-2.7579
-3.59118,2.6147
2.35106,-1.98107
1.77999,1.66209
-2.26332,-0.131745
-3.23473,-0.320958
-1.76434,1.45815
4.16491,-0.493272
-1.58174,1.35464
-3.60082,0.567872
-0.401548,-1.96106
0.265691,1.7114
-1.16863,1.17849
-3.43624,2.75933
-1.5466,0.77157
3.25898,-2.8953
3.30597,3.25092
-0.946564,1.35854
-0.526847,-2.41758
-0.676903,0.928341
0.126243,-2.00348
2.2278,2.73058
0.190669,-1.38678
1.14023,3.77888
3.10884,1.52465
0.211126,2.97842
1.56381,4.20108
-2.46081,2.45536
-3.24115,-1.89277
-1.3164,4.50696
3.25305,0.167853
3.8695,-1.68224
2.13472,1.4007
-3.46084,-1.08401
-1.60226,-0.648015
3.97703,-2.52077
-2.3583,-3.40831
4.06301,-1.66594
4.51361,-0.335821
1.85451,-0.826705
-3.65723,-2.82855
-3.12954,0.173985
0.882077,2.16752
1.25738,-0.0369371
-3.78936,-3.1138
2.71472,0.672161
1.08535,-1.35759
-2.00178,-0.509555
-2.68923,0.937033
0.697529,4.46211
2.28748,-2.12183
-3.50236,-2.9002
-2.89651,1.08032
1.4066,-1.41134
-1.26049,1.29056
0.157035,-1.71292
-2.14056,3.83945
-0.619491,-1.60275
-2.97639,0.137711
-3.35867,-1.12402
-0.321806,-2.16451
-1.53264,-3.27687
1.70436,2.06013
-1.45867,2.89661
2.5389,-2.30357
-4.63905,-1.76501
-0.510356,-2.29699
-4.46746,0.221266
2.15356,2.26036
-0.273074,-1.46831
-0.7491,1.4117
-2.81054,1.27618
2.33651,-0.0585147
3.33687,-3.57163
-2.42179,-0.671581
-1.10877,-0.733764
-3.27338,3.49198
0.842475,3.90333
-4.13061,-1.13784
-2.75567,2.08891
-0.758766,4.28877
-4.32421,1.39502
3.06022,1.53993
3.00108,-1.65802
0.126957,3.57446
-0.315131,-2.52301
-2.53673,2.74172
-1.32734,0.833248
3.18278,0.803911
-1.89241,-2.02015
-0.452104,-4.23683
1.23774,-0.368288
-2.61502,1.78935
2.57316,-1.1714
1.66816,-3.72721
-1.23366,-0.23927
-2.54843,-1.14951
-0.151589,4.35334
-0.708218,3.16992
3.48673,-0.963244
-3.93431,1.70295
0.719461,-4.33899
-3.89256,-2.60305
-0.611238,1.00679
-4.17807,-1.58557
-0.0347358,-1.98695
-2.67482,-0.251444
3.571,-0.621267
-3.26558,1.65484
-0.0660701,1.47948
-2.91136,-2.16681
3.05683,-0.849876
1.1319,2.91566
0.455831,1.91466
1.47548,0.970247
-2.60434,0.0859438
-4.07036,-1.55147
-1.03424,2.00533
-1.25292,-1.61135
0.201174,-4.43235
3.83547,-2.3082
3.43148,-0.196415
-4.24236,1.25931
1.88036,-1.77599
3.47968,0.692101
-3.12796,1.96934
-1.34723,1.73648
-1.82774,1.96801
0.0111265,2.95269
4.63105,1.32844
-4.11715,-2.72426
-4.39648,0.630211
0.851329,-4.64536
-4.03571,1.75066
0.329564,-4.17582
-2.09775,-0.820632
3.97663,2.44887
1.88055,-1.74382
0.25092,-3.95565
-1.37479,1.78321
1.2141,-0.822517
2.05741,2.64393
2.04641,-2.60781
-0.644155,-3.06745
-2.20562,1.47531
0.713824,4.56373
-1.85246,-0.106712
0.157164,-1.7673
-0.488473,-1.96014
-0.333621,-1.22431
-0.659233,1.39655
-2.34786,-3.5327
1.06194,-1.73201
0.852846,-1.89709
1.52684,-2.92421
1.80851,3.51169
-2.28491,-2.77191
0.193031,2.81606
-2.68192,-1.57418
2.35211,-0.590069
3.17194,-1.12447
3.11928,-1.08769
2.36091,-1.12379
-0.749061,2.78992
2.1115,-1.68758
-2.23605,1.17
-1.18313,1.62954
4.54179,0.92259
-0.213289,-3.92379
-3.6555,0.920028
0.733773,-4.59625
3.00684,2.07289
1.46711,-0.51501
-2.05638,-1.04965
-2.88583,3.89028
-2.45921,3.92342
-2.5636,3.07974
-3.36286,0.141108
-1.05365,-0.683293
3.67119,2.50275
-3.14383,1.91302
-0.248857,4.46672
-0.505483,-4.2243
2.06751,-0.77305
-0.253657,3.17546
0.00912374,1.02492
2.21211,1.17116
2.72882,-1.96181
-0.6186,2.28792
-3.86931,-2.96456
1.44658,-2.28876
0.900905,-1.31634
-0.803562,-2.49965
-2.32627,2.93121
-3.66464,3.39839
-0.913096,3.74964
-0.602286,1.7059
-1.77835,0.15998
2.83656,-2.43598
2.29054,-2.38842
-2.20185,-2.64904
-2.43695,-0.438179
-3.70477,-3.08993
1.42669,1.75722
-0.417985,1.90871
-1.49351,4.13907
0.302312,-2.8058
-1.8271,-0.287776
-3.76215,0.0236205
-0.963152,2.02543
1.05194,1.75532
-1.72493,-1.6379
-1.96538,0.612064
-0.248752,-1.45543
2.58433,-0.838712
2.68757,-1.45215
-2.72032,3.49
3.06526,0.846778
-1.07515,4.43455
-3.78628,1.56837
1.35057,-2.33923
3.22697,-2.64105
